thread_id,parent_thread_id,source_type,started_at,ended_at,scope_reason,canonical_ids,decision_summary,evidence_level,raw_committed
019e015a-7c29-7f20-b89e-406352b678bb,,legacy-user,2026-05-07T07:32:47.818Z,2026-05-07T07:56:53.098Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e0169-7794-7092-91c9-cea50a325e56,,legacy-user,2026-05-07T07:49:09.693Z,2026-05-07T07:52:42.401Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e0d25-35d2-79a2-b9b4-ed9a074a855d,,legacy-user,2026-05-09T14:30:02.962Z,2026-05-09T14:42:16.882Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e2752-f28c-7ea2-8d4d-568a3eb7ce1a,,legacy-user,2026-05-14T16:30:08.012Z,2026-05-15T08:12:10.877Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e2a74-4d69-7b83-a411-deb34deeaddb,,legacy-user,2026-05-15T07:05:25.609Z,2026-05-15T07:14:36.060Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e2ab2-bf93-7160-b8cb-307e3a973085,,legacy-user,2026-05-15T08:13:38.067Z,2026-05-15T08:48:15.445Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e2b68-f17f-7b52-8ca3-a8ff4f955934,,legacy-user,2026-05-15T11:32:38.399Z,2026-05-15T17:20:36.357Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e38da-b845-7d72-a4fc-4114074bf4a5,,user,2026-05-18T02:11:58.661Z,2026-05-18T02:27:20.409Z,included:exact-project-cwd,,项目内技术任务；未发现可稳定归入既有 canonical ID 的版本决策。,two-source-supported,false
019e38dc-de94-7243-8b9f-91fd94ac876f,,subagent,2026-05-18T02:14:19.540Z,2026-05-18T02:14:30.864Z,included:exact-project-cwd,,Git/GitHub 管理、仓库结构或版本治理任务。,single-source-inferred,false
019e3906-9fd5-7fb0-bd11-92feac00a2d6,,user,2026-05-18T02:59:55.989Z,2026-05-22T14:37:43.661Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e3914-25b3-71a0-a21e-f6784d19bc84,,user,2026-05-18T03:14:42.227Z,2026-06-02T10:45:12.852Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;analysis-v3bpath;analysis-v3med-model8;analysis-v3prhd;analysis-v3prhdsm;analysis-v3sub;area-ggcp10-aggregated;area-ggcp10-harvarea;data-v1;data-v1-county-city;data-v2;data-v3-main;ggcp10-mediation-ext;mechanism-v4smstate;mechanism-v5drymed;mechanism-v6gleambl,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019e3916-9a57-76f2-95a2-aef5a2f36c9e,,subagent,2026-05-18T03:17:23.159Z,2026-05-18T03:20:35.567Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e391e-ba51-7061-85bf-7bec3ead27f8,,subagent,2026-05-18T03:26:15.633Z,2026-05-18T03:26:27.103Z,included:exact-project-cwd,analysis-v3med-model8;analysis-v3proxy;area-ggcp10-harvarea;data-v1;data-v1-county-city;data-v2;data-v3-main;data-v3-phenowindows;mechanism-v4smstate;mechanism-v6gleambl,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,single-source-inferred,false
019e3aa1-9b80-7861-b2e8-44c8fa13e075,,subagent,2026-05-18T10:28:50.177Z,2026-05-18T10:29:02.698Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;area-ggcp10-aggregated;area-ggcp10-harvarea;data-v3-main;mechanism-v4smstate;mechanism-v6gleambl,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,single-source-inferred,false
019e3b57-b745-7eb1-8d72-65c4ccb6718f,,subagent,2026-05-18T13:47:44.837Z,2026-05-18T14:58:29.949Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;analysis-v2;analysis-v3bpath;analysis-v3med-model8;analysis-v3prhd;analysis-v3proxy;area-ggcp10-aggregated;area-ggcp10-harvarea;data-v1-county-city;data-v3-main;data-v3-phenowindows;mechanism-v4smstate;mechanism-v5drymed;mechanism-v6gleambl,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,single-source-inferred,false
019e3df0-9321-7622-9863-506b7f7143e6,,user,2026-05-19T01:53:57.026Z,2026-05-19T01:59:36.899Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;analysis-v3sub;area-ggcp10-aggregated;area-ggcp10-harvarea;ggcp10-mediation-ext;mechanism-v5drymed,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019e4b4e-67b4-78a2-b62b-f2ea6f851181,,user,2026-05-21T16:11:30.100Z,2026-05-21T22:23:44.241Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e4d80-aa95-7f20-a920-4bec5ba666b3,,user,2026-05-22T02:25:38.453Z,2026-05-22T14:34:48.006Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e4e6f-9137-7070-8bc3-b4a4c7559da6,,user,2026-05-22T06:46:35.064Z,2026-05-22T08:53:48.675Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e4f07-52f1-73d3-ad74-8138d6d436d7,,user,2026-05-22T09:32:20.593Z,2026-05-22T09:35:59.314Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e5021-8f91-7123-9eba-7585001923ed,,user,2026-05-22T14:40:37.266Z,2026-05-22T15:23:24.091Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e5a16-da49-7061-b5df-cf5ffbcfac1e,,user,2026-05-24T13:05:07.658Z,2026-05-24T13:10:40.906Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e5a25-86ba-76d3-8578-db248bc67e32,,user,2026-05-24T13:21:09.307Z,2026-05-25T06:54:50.461Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e6246-dafc-7210-9b00-3ca58be36dd1,,user,2026-05-26T03:14:31.293Z,2026-05-26T03:34:21.821Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e64fb-91fb-7c31-ba04-7e2685a168e4,,user,2026-05-26T15:51:09.052Z,2026-05-26T16:09:19.822Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e6a5c-0c06-7e61-b527-33fe0c57a295,,user,2026-05-27T16:54:37.831Z,2026-05-28T02:26:21.120Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e796e-dae3-7681-8e8a-7c0e817dac9f,,legacy-user,2026-05-30T15:09:28.676Z,2026-05-30T15:11:31.938Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e8232-1440-7883-a5b0-886929fa2ae2,,user,2026-06-01T07:59:40.609Z,2026-06-01T08:14:50.178Z,included:exact-project-cwd,,项目内技术任务；未发现可稳定归入既有 canonical ID 的版本决策。,two-source-supported,false
019e8637-07d2-7321-a45f-c9f3895dd3fd,,user,2026-06-02T02:43:35.596Z,2026-06-02T04:01:13.171Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019e884b-1009-7843-b711-d6012099e289,,user,2026-06-02T12:24:41.226Z,2026-06-02T12:26:39.936Z,included:project-tool-operation,area-ggcp10-harvarea;ggcp10-mediation-ext,GGCP10 harvested-area 数据构建、基线套件或样本审计。,two-source-supported,false
019e884d-0a81-7b71-b40f-61dd29272dbc,,user,2026-06-02T12:26:50.882Z,2026-06-04T10:54:11.626Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;area-ggcp10-aggregated;area-ggcp10-harvarea;data-v1;data-v3-main;ggcp10-mediation-ext;mechanism-v5drymed;mechanism-v6gleambl;scale-b067-g195,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019e932f-9a02-7f61-a01c-864611666049,,user,2026-06-04T15:10:30.915Z,2026-06-04T17:22:01.739Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019ea028-a925-71c1-8965-76cb5ca0b141,,user,2026-06-07T03:37:59.846Z,2026-06-23T09:43:48.208Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019ea115-91b4-7193-9aa3-dae5d5ae6db0,,user,2026-06-07T07:56:45.876Z,2026-06-07T07:57:40.768Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019eb245-b21e-7d10-8cdf-0034d66c5472,,user,2026-06-10T16:02:52.575Z,2026-06-20T18:38:59.220Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;analysis-v2;analysis-v3bpath;analysis-v3sub;area-ggcp10-aggregated;area-ggcp10-harvarea;area-ggcp10-point-sample;data-v1;data-v3-main;g185-draft-bootstrap-v1;g185-method-upgrade;g185-response-surface-v3;ggcp10-mediation-ext;mechanism-v4smstate;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019eb27a-8167-7f12-b75b-756c65bce6ba,,user,2026-06-10T17:00:33.512Z,2026-06-10T17:12:40.967Z,included:exact-project-cwd,,Git/GitHub 管理、仓库结构或版本治理任务。,two-source-supported,false
019ebace-2224-73a3-8424-546d2596e938,,user,2026-06-12T07:48:51.877Z,2026-06-12T17:42:18.015Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019ebcc8-03d8-7fe3-9329-dab27f7dcddf,,user,2026-06-12T17:01:25.337Z,2026-06-12T17:11:25.745Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019ec4f1-6c11-7252-b5de-fabe6563fbba,,user,2026-06-14T07:03:36.722Z,2026-06-14T12:02:15.183Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019ec602-f8f9-7650-ac8a-21695b4e377b,,user,2026-06-14T12:02:24.122Z,2026-06-14T12:17:54.782Z,included:exact-project-cwd,area-ggcp10-harvarea;mechanism-v4smstate;scale-b067-g195;scale-g049,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ec6c9-7802-7953-9711-33183c3dfae0,,user,2026-06-14T15:39:17.785Z,2026-06-14T16:05:24.924Z,included:project-tool-operation,,Git/GitHub 管理、仓库结构或版本治理任务。,two-source-supported,false
019ecfcd-82d3-7f42-90c2-faf09525eefe,,user,2026-06-16T09:40:13.853Z,2026-06-16T09:40:27.313Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019ed590-0ee3-7433-8498-39f71a53f946,,user,2026-06-17T12:30:48.548Z,2026-06-18T07:04:15.710Z,included:explicit-user-reference,area-ggcp10-harvarea,GGCP10 harvested-area 数据构建、基线套件或样本审计。,two-source-supported,false
019ed590-d668-7be3-a610-5cecb46ceee5,019ed590-0ee3-7433-8498-39f71a53f946,subagent,2026-06-17T12:31:39.625Z,2026-06-17T12:34:40.438Z,included:linked-subagent,scale-b067-g195,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ed590-d8d5-7713-a242-970755a9b31f,019ed590-0ee3-7433-8498-39f71a53f946,subagent,2026-06-17T12:31:40.247Z,2026-06-17T12:34:44.421Z,included:project-tool-operation,,Git/GitHub 管理、仓库结构或版本治理任务。,two-source-supported,false
019ed590-db98-7db0-8f86-e0b717876b36,019ed590-0ee3-7433-8498-39f71a53f946,subagent,2026-06-17T12:31:40.953Z,2026-06-17T12:33:01.183Z,included:linked-subagent,area-ggcp10-harvarea,GGCP10 harvested-area 数据构建、基线套件或样本审计。,two-source-supported,false
019ed98d-c46b-7ac0-a29c-92684069e4e7,,user,2026-06-18T07:06:47.276Z,2026-06-18T07:25:11.046Z,included:exact-project-cwd,area-ggcp10-harvarea;mechanism-v4smstate,GGCP10 harvested-area 数据构建、基线套件或样本审计。,two-source-supported,false
019ed9bf-6e97-7c01-a976-60970c225f8c,,user,2026-06-18T08:01:02.105Z,2026-06-18T08:07:22.660Z,excluded:context-only-reference,,跨项目任务仅因注入上下文或历史工具输出出现项目路径；不作为版本谱系证据。,not-evidence,false
019edfe8-7738-71b2-a9eb-11daad0104d2,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T12:43:34.585Z,2026-06-19T12:48:39.354Z,included:exact-project-cwd,area-ggcp10-harvarea,GGCP10 harvested-area 数据构建、基线套件或样本审计。,two-source-supported,false
019edfe8-7888-7c90-9d27-11bc9dfc85b4,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T12:43:34.920Z,2026-06-19T12:48:50.695Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019edfe8-7a0c-7161-ba49-3eb94df051f6,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T12:43:35.309Z,2026-06-19T12:49:15.934Z,included:exact-project-cwd,analysis-ggcp10-baseline-suite;area-ggcp10-aggregated;area-ggcp10-harvarea;data-v1;scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019edfe8-7bd3-7c82-80c7-cc16dfd1ea92,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T12:43:35.764Z,2026-06-19T12:47:51.838Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee019-e031-76f2-8885-2004ba9dce4f,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T13:37:32.722Z,2026-06-19T13:42:12.695Z,included:exact-project-cwd,scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee019-e0cd-7313-891f-470d3d9f404e,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T13:37:32.878Z,2026-06-19T13:42:02.521Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g057;scale-g185,列示版本的项目任务或核验记录；仅保留脱敏关联，未将晚于该对话日期的版本节点回填为历史证据。,two-source-supported,false
019ee019-e166-7fa2-836a-53f0c941e341,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T13:37:33.031Z,2026-06-19T13:41:32.777Z,included:exact-project-cwd,scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee019-e2b9-7a60-81b8-388669a75ed3,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T13:37:33.370Z,2026-06-19T13:44:59.062Z,included:exact-project-cwd,area-ggcp10-harvarea;ggcp10-mediation-ext;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0c7-8b6c-7a52-8b22-21c8eaa6263d,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:47:14.285Z,2026-06-19T16:50:34.178Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0c7-b387-7ba0-8481-218de04aa4ac,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:47:24.552Z,2026-06-19T16:51:04.718Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0c7-d2b1-7151-b884-ea0a1f7fdffd,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:47:32.529Z,2026-06-19T16:51:51.243Z,included:exact-project-cwd,scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0c7-fa99-7f20-9adc-7662e88541c5,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:47:42.746Z,2026-06-19T16:50:50.969Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g049;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0d2-6412-7ed0-88ef-ae7200eb6028,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:59:05.107Z,2026-06-19T17:02:50.168Z,included:exact-project-cwd,scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
019ee0d2-64c6-73c2-86f9-b994a44cb79a,019eb245-b21e-7d10-8cdf-0034d66c5472,subagent,2026-06-19T16:59:05.287Z,2026-06-19T17:02:52.064Z,included:exact-project-cwd,area-ggcp10-harvarea;scale-b067-g195;scale-g057;scale-g185;scale-search-region-first,GGCP10 候选尺度搜索、区域优先选择或样本规则核验。,two-source-supported,false
